234.250000	276.000000	810.383333	571.000000	1198.755556	669.000000	20.000000	993.402715	1.333333	1.000000	1.000000	1233.145161	193.178995	318.063433	618.795138	718.529851	956.632270	1259.365672	2783.444444	29.777778	121.111111	74.111111	57.777778	92.444444	131.555556	1.291675	1.443039	1.682901	931.115160	195.855807	370.345679	634.519688	767.950617	961.924646	1342.444444	-999999.000000	-999999.000000	-999999.000000	-999999.000000	-999999.000000	-999999.000000	-999999.000000	213.720000	587.880000	787.500000	20.000000	62.000000	41.000000	69.000000	81.000000	1.205882	1.210526	1.306452	654.919835	296.625000	603.800000	700.750000	641.502257	2.000000	0.000000	132.000000	735.000000	831.000000	1028.562988
218.537313	261.333333	528.259701	548.333333	1172.813433	818.000000	74.444444	1290.358041	1.000000	1.000000	0.000000	1040.500000	255.860247	226.361305	570.138514	504.650350	1070.780428	922.328671	10131.333333	47.666667	612.333333	192.777778	88.555556	141.555556	253.666667	1.055824	1.110712	1.240576	1186.968101	261.288364	274.411765	576.849478	526.341176	985.152561	837.011765	-999999.000000	-999999.000000	-999999.000000	-999999.000000	-999999.000000	-999999.000000	-999999.000000	210.020000	519.361702	829.860465	43.000000	137.000000	82.000000	124.000000	165.000000	1.037975	1.097345	1.204380	1080.205343	228.888889	493.666667	843.181818	766.808832	4.000000	0.000000	155.000000	1009.000000	730.000000	692.341614
265.031630	285.705882	918.150041	805.294118	1549.248175	1369.764706	137.000000	1320.790472	8.444444	2.428571	0.222222	1702.622642	293.874286	364.548295	699.146346	763.974432	1196.427774	1388.553977	4340.555556	39.111111	216.111111	118.777778	81.111111	129.777778	181.222222	1.224733	1.334990	1.510540	1127.057983	305.458645	413.529412	723.812850	749.588235	1493.054673	1908.117647	-999999.000000	305.000000	1446.500000	5.000000	1460.198862	9.000000	4.000000	428.847826	645.975610	1048.171429	52.000000	159.000000	124.000000	174.000000	231.000000	1.127273	1.200000	1.452830	1206.271721	720.666667	621.800000	1220.875000	2373.007812	3.000000	0.000000	208.000000	3250.000000	1957.000000	1729.104004
273.439024	-999999.000000	459.756098	-999999.000000	1073.414634	-999999.000000	5.857143	1168.027505	-999999.000000	-999999.000000	-999999.000000	939.750000	236.551043	169.410714	587.447002	488.785714	1073.970753	867.921429	6762.333333	31.111111	437.555556	112.222222	47.333333	82.666667	124.888889	1.047523	1.076463	1.110193	1207.592210	238.536786	236.036364	593.168075	590.254545	975.297697	904.127273	-999999.000000	-999999.000000	-999999.000000	-999999.000000	-999999.000000	-999999.000000	-999999.000000	144.911765	432.434783	956.093750	31.000000	106.000000	49.000000	76.000000	115.000000	1.020833	1.041096	1.084906	1367.113619	165.400000	523.000000	805.833333	928.628418	1.000000	0.000000	160.000000	1125.000000	273.000000	765.483765
311.550432	499.800000	690.651297	1115.800000	1078.482709	1531.000000	77.111111	1019.322694	1.800000	1.666667	0.600000	847.205882	275.438388	257.569892	652.712812	592.887097	1129.090424	1007.688172	6449.888889	20.666667	366.666667	77.333333	39.555556	66.777778	98.666667	1.120507	1.179324	1.254438	1150.340920	276.595296	278.450980	603.900686	600.392157	809.517068	761.431373	-999999.000000	-999999.000000	-999999.000000	-999999.000000	-999999.000000	1.000000	-999999.000000	149.055556	550.727273	864.250000	17.000000	63.000000	32.000000	59.000000	72.000000	1.103448	1.072727	1.142857	1107.756911	157.250000	472.250000	783.625000	61.580154	1.000000	0.000000	173.000000	57.000000	1237.000000	650.167725
156.789203	102.400000	685.881748	621.400000	1169.512853	1050.400000	86.444444	1364.276315	2.250000	2.500000	-0.571429	1129.476190	221.538322	206.671785	550.523544	526.846449	1023.810344	994.410749	7940.111111	57.888889	504.777778	197.111111	97.666667	156.777778	232.111111	1.061430	1.093758	1.172798	1176.063269	218.408189	189.886179	556.001020	501.528455	1063.586071	988.357724	-999999.000000	-999999.000000	1021.000000	-999999.000000	-999999.000000	-999999.000000	-999999.000000	163.694444	475.057143	933.923077	27.000000	118.000000	51.000000	84.000000	127.000000	1.000000	1.024390	1.076271	1413.196600	177.600000	360.571429	938.500000	1080.531016	1.000000	0.000000	202.000000	1346.000000	1022.000000	986.845581
206.024473	177.666667	580.816878	568.666667	1102.173840	1143.666667	131.666667	1178.450028	3.333333	1.285714	0.000000	1266.317308	257.731819	239.887723	567.675768	564.295908	1058.715503	1009.174187	15614.666667	105.888889	962.888889	349.444444	188.222222	289.111111	415.000000	1.088511	1.122084	1.186852	1126.714164	242.758693	218.734694	572.479089	584.755102	1225.875202	1230.265306	169.666667	706.000000	-999999.000000	1.000000	2162.534999	4.000000	0.000000	272.068376	541.646018	929.315315	126.000000	415.000000	226.000000	326.000000	478.000000	1.097087	1.124138	1.151807	1095.183232	307.428571	553.500000	1147.277778	1536.360638	3.000000	0.000000	198.000000	1825.000000	1627.000000	1101.961304
185.162077	106.428571	646.917388	622.285714	992.680566	844.357143	141.222222	1247.555016	6.333333	1.750000	0.111111	691.506276	283.196080	352.084020	631.301946	649.199341	1128.429200	1152.200988	8078.333333	67.444444	384.444444	260.222222	181.000000	266.000000	495.888889	1.251005	1.372952	1.863205	1288.010804	303.305635	357.072165	619.486244	669.082474	847.311866	860.195876	101.000000	442.750000	758.000000	2.000000	1977.902311	5.000000	-2.000000	345.191176	590.447059	1139.806452	61.000000	259.000000	150.000000	226.000000	339.000000	1.094891	1.141414	1.308880	1090.518636	331.307692	566.357143	671.083333	58.962126	6.000000	1.000000	145.000000	394.000000	546.000000	581.124207
241.318951	270.095238	523.063452	480.619048	1097.108291	1254.619048	131.333333	1413.675173	5.888889	2.333333	0.333333	1113.292000	236.551043	387.040248	587.447002	694.941176	1073.970753	1382.081527	6762.333333	107.666667	437.555556	304.888889	231.666667	345.333333	515.555556	1.265313	1.397613	1.653292	1207.592210	227.640453	385.970588	588.807885	716.197479	1098.047281	1382.638655	299.500000	377.666667	497.000000	1.000000	1444.319108	9.000000	-5.000000	334.709677	558.731481	966.197183	125.000000	334.000000	252.000000	344.000000	458.000000	1.120000	1.198606	1.371257	1247.437413	292.083333	600.655172	900.045455	1439.552559	6.000000	1.000000	135.000000	1641.000000	1295.000000	942.821350
247.892308	233.000000	496.630769	543.000000	899.784615	1164.000000	7.222222	1160.064856	1.000000	1.000000	1.000000	1135.812500	255.860247	370.062851	570.138514	678.858586	1070.780428	1245.021324	10131.333333	99.000000	612.333333	378.333333	257.444444	389.000000	714.444444	1.229805	1.360552	1.826361	1186.968101	254.940248	336.872340	588.512380	695.340426	1239.907150	1420.553191	-999999.000000	-999999.000000	-999999.000000	1.000000	634.197978	1.000000	1.000000	358.981481	607.931624	1071.993421	100.000000	396.000000	205.000000	318.000000	498.000000	1.084656	1.096552	1.257576	1205.099080	264.894737	567.846154	1131.277778	1819.053703	6.000000	1.000000	144.000000	2023.000000	1550.000000	883.054260
